pickup_longitude,pickup_latitude,region
-73.94622802734375,40.792346954345696,0
-73.95540618896483,40.81465911865234,0
-73.96482849121092,40.80685043334961,0
-73.94666290283203,40.80582046508789,0
-73.94580841064453,40.79287338256836,0
-73.93901824951173,40.7917594909668,0
-73.94007873535155,40.79392623901367,0
-73.93470764160156,40.79834747314453,0
-73.94950103759764,40.802024841308594,0
-73.95600128173827,40.80358505249024,0
-73.93643188476561,40.79888916015625,0
-73.95893859863281,40.81526184082031,0
-73.94097900390625,40.80523300170898,0
-73.94293975830078,40.81101608276367,0
-73.94803619384764,40.814571380615234,0
-73.95710754394531,40.81222915649414,0
-73.95410919189453,40.806251525878906,0
-73.9417953491211,40.79854583740234,0
-73.96405792236328,40.80804061889648,0
-73.95803833007811,40.81567001342773,0
-73.94580841064453,40.80157852172852,0
-73.94318389892578,40.81111526489258,0
-73.95004272460938,40.79574966430664,0
-73.93778228759764,40.79718399047852,0
-73.94107055664062,40.792572021484375,0
-73.93829345703125,40.811859130859375,0
-73.95607757568358,40.8132438659668,0
-73.93791961669923,40.79680633544922,0
-73.95867156982422,40.81512069702149,0
-73.93912506103516,40.810646057128906,0
-73.9527587890625,40.80238723754882,0
-73.94492340087889,40.80866622924805,0
-73.9410629272461,40.7925033569336,0
-73.93757629394531,40.79710006713867,0
-73.94727325439453,40.80543899536133,0
-73.93860626220702,40.795806884765625,0
-73.93916320800781,40.80487823486328,0
-73.94634246826173,40.798038482666016,0
-73.93659210205078,40.79868316650391,0
-73.93890380859375,40.795555114746094,0
-73.95828247070312,40.81074905395508,0
-73.95914459228516,40.80904769897461,0
-73.95864868164062,40.81534957885742,0
-73.96053314208984,40.806861877441406,0
-73.9441146850586,40.79529571533203,0
-73.93839263916014,40.80569076538086,0
-73.93689727783203,40.813941955566406,0
-73.93550109863281,40.79613876342773,0
-73.94129943847656,40.80779647827149,0
-73.94487762451173,40.80281066894531,0
-73.95029449462889,40.795291900634766,0
-73.93282318115233,40.79581451416016,0
-73.94837951660156,40.80879974365234,0
-73.94468688964844,40.79460906982422,0
-73.93875122070312,40.79591751098633,0
-73.93827819824217,40.80317306518555,0
-73.95276641845702,40.810745239257805,0
-73.94854736328125,40.8032455444336,0
-73.95265197753906,40.808067321777344,0
-73.9588623046875,40.81534957885742,0
-73.9494400024414,40.812618255615234,0
-73.945556640625,40.80034637451172,0
-73.93382263183594,40.80251693725586,0
-73.93765258789062,40.7969207763672,0
-73.96324920654298,40.81095123291016,0
-73.94200897216798,40.798099517822266,0
-73.93728637695312,40.81011962890625,0
-73.9480209350586,40.793018341064446,0
-73.9568862915039,40.80250549316406,0
-73.94991302490233,40.80195999145508,0
-73.94425201416014,40.791481018066406,0
-73.96131134033203,40.80666732788086,0
-73.959228515625,40.809478759765625,0
-73.95179748535155,40.81214141845703,0
-73.95579528808595,40.80386352539063,0
-73.95900726318358,40.81494903564453,0
-73.93340301513672,40.79513168334961,0
-73.96282958984375,40.805084228515625,0
-73.93546295166014,40.79584884643555,0
-73.93462371826173,40.801372528076165,0
-73.9417724609375,40.791606903076165,0
-73.9505386352539,40.79510116577149,0
-73.96443939208984,40.80723571777344,0
-73.9578857421875,40.80119323730469,0
-73.9407958984375,40.80842971801758,0
-73.95418548583984,40.80389404296875,0
-73.94200134277342,40.7979850769043,0
-73.9623031616211,40.80504989624024,0
-73.9578628540039,40.80110931396485,0
-73.95264434814453,40.808250427246094,0
-73.95122528076173,40.794044494628906,0
-73.94103240966798,40.79264068603516,0
-73.93785858154298,40.79701614379882,0
-73.93788146972656,40.79695129394531,0
-73.94136810302734,40.80879974365234,0
-73.94343566894531,40.81080627441406,0
-73.9586639404297,40.80239868164063,0
-73.96117401123048,40.81184768676758,0
-73.93925476074217,40.80509185791016,0
-73.96292114257811,40.80416870117188,0
-73.94666290283203,40.79177474975586,0
-73.96375274658203,40.8081512451172,0
-73.95323181152342,40.80596923828125,0
-73.94103240966798,40.792644500732415,0
-73.9351806640625,40.800758361816406,0
-73.9529571533203,40.806278228759766,0
-73.94895172119139,40.7974090576172,0
-73.93994903564453,40.79378128051758,0
-73.95352935791014,40.80693054199219,0
-73.92504119873048,40.81010055541992,0
-73.9500732421875,40.793018341064446,0
-73.94215393066406,40.79791259765625,0
-73.9345703125,40.80323028564453,0
-73.9352035522461,40.80070877075195,0
-73.96013641357422,40.80134201049805,0
-73.96224975585938,40.81052017211913,0
-73.93590545654298,40.799652099609375,0
-73.95990753173827,40.808197021484375,0
-73.92588043212889,40.807861328125,0
-73.96256256103516,40.80465698242188,0
-73.93805694580078,40.796630859375,0
-73.94454956054686,40.7946891784668,0
-73.95313262939453,40.8074607849121,0
-73.94054412841797,40.79317474365234,0
-73.96390533447266,40.808349609375,0
-73.93890380859375,40.80266952514648,0
-73.96239471435547,40.81032180786133,0
-73.95868682861328,40.800811767578125,0
-73.9355926513672,40.796966552734375,0
-73.96379089355469,40.808460235595696,0
-73.96347808837889,40.80887985229492,0
-73.96388244628906,40.80818939208984,0
-73.9578399658203,40.801048278808594,0
-73.96400451660156,40.8081169128418,0
-73.96233367919923,40.81023025512695,0
-73.93408203125,40.802200317382805,0
-73.95999145507811,40.81372833251953,0
-73.9641876220703,40.807476043701165,0
-73.93965911865233,40.79445266723633,0
-73.96134948730467,40.81174087524414,0
-73.95281219482422,40.80247116088867,0
-73.9394302368164,40.80517959594727,0
-73.96488189697266,40.80686950683594,0
-73.96051025390625,40.81285858154297,0
-73.93406677246092,40.80223083496094,0
-73.95349884033203,40.80204391479492,0
-73.95877838134764,40.810035705566406,0
-73.96104431152342,40.81175231933594,0
-73.9461212158203,40.79248046875,0
-73.91770172119139,40.80387115478516,0
-73.94146728515625,40.81320571899414,0
-73.95256805419923,40.79835891723633,0
-73.94975280761719,40.80213928222656,0
-73.95452117919923,40.81584930419922,0
-73.95785522460938,40.80118942260742,0
-73.93519592285155,40.79610443115234,0
-73.96051025390625,40.80150985717773,0
-73.96419525146483,40.807987213134766,0
-73.94580078125,40.81267547607422,0
-73.93302154541014,40.80352783203125,0
-73.94425964355469,40.79219818115234,0
-73.94495391845702,40.79997253417969,0
-73.94473266601561,40.8089256286621,0
-73.95246124267578,40.8083381652832,0
-73.96484375,40.806907653808594,0
-73.95683288574217,40.8024787902832,0
-73.96262359619139,40.804969787597656,0
-73.93651580810547,40.8140106201172,0
-73.9541473388672,40.801265716552734,0
-73.9351806640625,40.80094909667969,0
-73.95965576171875,40.80876922607422,0
-73.93904876708984,40.80572128295898,0
-73.95822143554686,40.81599044799805,0
-73.95288848876953,40.81051254272461,0
-73.94393920898438,40.79560089111328,0
-73.95857238769531,40.81005096435546,0
-73.93761444091797,40.79291915893555,0
-73.93608093261719,40.799442291259766,0
-73.94481658935547,40.79434585571289,0
-73.94483947753906,40.802921295166016,0
-73.95995330810547,40.81364822387695,0
-73.9627227783203,40.80974960327149,0
-73.93875122070312,40.80249786376953,0
-73.95733642578125,40.8120002746582,0
-73.94584655761719,40.792850494384766,0
-73.95574188232422,40.80398941040039,0
-73.95468902587889,40.80078887939453,0
-73.95372772216798,40.80656051635742,0
-73.94109344482422,40.81373977661133,0
-73.92723846435547,40.8112907409668,0
-73.95205688476561,40.79300308227539,0
-73.96464538574217,40.8072509765625,0
-73.95935821533203,40.80094909667969,0
-73.94165802001953,40.8095703125,0
-73.93724822998048,40.80420684814453,0
-73.94268798828125,40.811466217041016,0
-73.9378433227539,40.79703140258789,0
-73.94606018066406,40.808101654052734,0
-73.95811462402342,40.81548690795898,0
-73.95309448242188,40.807579040527344,0
-73.9622573852539,40.81040954589844,0
-73.95855712890625,40.80012130737305,0
-73.96186828613281,40.8110580444336,0
-73.93777465820312,40.81267929077149,0
-73.95599365234375,40.80379104614258,0
-73.93988800048828,40.794281005859375,0
-73.9477310180664,40.8095588684082,0
-73.94991302490233,40.79590606689453,0
-73.94854736328125,40.80342483520508,0
-73.94944763183594,40.80693817138672,0
-73.96250152587889,40.8117561340332,0
-73.94193267822266,40.79135513305664,0
-73.94925689697266,40.801856994628906,0
-73.95834350585938,40.81535339355469,0
-73.95878601074217,40.799652099609375,0
-73.9467544555664,40.80043029785156,0
-73.94158172607422,40.79874038696289,0
-73.9466323852539,40.80613708496094,0
-73.95488739013672,40.80022048950195,0
-73.95154571533203,40.79954528808594,0
-73.95831298828125,40.800872802734375,0
-73.94985961914062,40.797969818115234,0
-73.96217346191406,40.80544662475586,0
-73.93515014648438,40.79629135131836,0
-73.95496368408203,40.80752182006836,0
-73.95249938964844,40.80086517333984,0
-73.95156860351561,40.79962158203125,0
-73.96494293212889,40.80701446533203,0
-73.96430969238281,40.80750274658203,0
-73.9601821899414,40.808231353759766,0
-73.96228790283203,40.81051635742188,0
-73.95248413085938,40.810672760009766,0
-73.95340728759764,40.806190490722656,0
-73.96486663818358,40.80688095092773,0
-73.94951629638672,40.796550750732415,0
-73.96389007568358,40.80824279785156,0
-73.93638610839844,40.7988739013672,0
-73.96229553222656,40.8099479675293,0
-73.95783233642578,40.81131362915039,0
-73.93497467041014,40.80099868774414,0
-73.95943450927734,40.80938720703125,0
-73.9411849975586,40.79241943359375,0
-73.95472717285155,40.80546188354492,0
-73.93781280517578,40.81246948242188,0
-73.94091796875,40.80821228027344,0
-73.93482971191406,40.80130386352539,0
-73.9389419555664,40.80514907836913,0
-73.96234130859375,40.81037521362305,0
-73.93744659423827,40.80447006225586,0
-73.9495391845703,40.796348571777344,0
-73.95733642578125,40.80181884765625,0
-73.94451904296875,40.80615997314453,0
-73.95391082763672,40.80630874633789,0
-73.93734741210938,40.80456161499024,0
-73.94991302490233,40.80197143554688,0
-73.95390319824217,40.80144119262695,0
-73.94798278808595,40.79852294921875,0
-73.962890625,40.80440139770508,0
-73.94641876220702,40.80662536621094,0
-73.94463348388672,40.79150390625,0
-73.96231079101561,40.80497741699219,0
-73.94718170166014,40.801902770996094,0
-73.96412658691406,40.807929992675774,0
-73.95582580566406,40.803855895996094,0
-73.9588165283203,40.81627655029297,0
-73.96116638183594,40.80634689331056,0
-73.94860076904298,40.808868408203125,0
-73.94570922851561,40.801979064941406,0
-73.94747924804686,40.81514358520508,0
-73.96114349365233,40.80681991577149,0
-73.9445571899414,40.79458999633789,0
-73.93775177001953,40.79718017578125,0
-73.95844268798828,40.81578826904297,0
-73.9580078125,40.81536865234375,0
-73.96478271484375,40.80698013305664,0
-73.9627685546875,40.8114013671875,0
-73.9532470703125,40.804420471191406,0
-73.95880889892578,40.8006706237793,0
-73.95628356933594,40.80317306518555,0
-73.95851135253906,40.80015563964844,0
-73.95421600341797,40.805782318115234,0
-73.93936157226561,40.80508804321289,0
-73.96241760253906,40.8047981262207,0
-73.94011688232422,40.80059051513672,0
-73.96119689941406,40.81209945678711,0
-73.94390106201173,40.79539108276367,0
-73.95652770996092,40.812942504882805,0
-73.9408187866211,40.814266204833984,0
-73.94120025634764,40.799102783203125,0
-73.95680236816406,40.802349090576165,0
-73.94991302490233,40.80210876464844,0
-73.94773864746092,40.80957412719727,0
-73.9358139038086,40.79972839355469,0
-73.94287872314453,40.79705047607422,0
-73.9372787475586,40.81014251708984,0
-73.94010162353516,40.79778671264648,0
-73.95276641845702,40.810646057128906,0
-73.9591293334961,40.814849853515625,0
-73.9364013671875,40.79896545410156,0
-73.96221923828125,40.80530548095703,0
-73.93775939941406,40.79724884033203,0
-73.93816375732422,40.79231643676758,0
-73.96226501464845,40.805625915527344,0
-73.95721435546875,40.802040100097656,0
-73.95468902587889,40.8000602722168,0
-73.95873260498048,40.79988098144531,0
-73.94396209716798,40.7955322265625,0
-73.96243286132812,40.810306549072266,0
-73.94384765625,40.8101692199707,0
-73.95738220214845,40.80408477783203,0
-73.94348907470702,40.796180725097656,0
-73.94268035888672,40.81180953979492,0
-73.93191528320312,40.79693222045898,0
-73.95458221435547,40.81581115722656,0
-73.95438385009764,40.8052864074707,0
-73.96459197998048,40.80717086791992,0
-73.9602813720703,40.813209533691406,0
-73.94081115722656,40.79280090332031,0
-73.95886993408203,40.80950927734375,0
-73.95812225341797,40.810840606689446,0
-73.95033264160156,40.806636810302734,0
-73.93418121337889,40.802982330322266,0
-73.95066833496092,40.80586624145508,0
-73.96495056152342,40.80679702758789,0
-73.93846130371094,40.80564880371094,0
-73.94051361083984,40.80572128295898,0
-73.9320297241211,40.80107879638672,0
-73.95726776123048,40.80447769165039,0
-73.95909118652342,40.8095588684082,0
-73.96185302734375,40.80562973022461,0
-73.92860412597656,40.80734634399414,0
-73.95088958740233,40.805084228515625,0
-73.9544448852539,40.80583572387695,0
-73.9388656616211,40.80499267578125,0
-73.94203186035155,40.79801940917969,0
-73.940673828125,40.79999542236328,0
-73.93901062011719,40.80224609375,0
-73.95551300048828,40.80438232421875,0
-73.95925903320312,40.809226989746094,0
-73.94864654541014,40.809036254882805,0
-73.95801544189453,40.806011199951165,0
-73.93372344970702,40.80263137817384,0
-73.95993041992188,40.8155517578125,0
-73.94873046875,40.79768753051758,0
-73.96211242675781,40.80535888671875,0
-73.96466064453125,40.80718612670898,0
-73.9459686279297,40.792728424072266,0
-73.92745971679686,40.804248809814446,0
-73.96160888671875,40.81132125854492,0
-73.95890045166014,40.80916976928711,0
-73.96092224121092,40.8022689819336,0
-73.93907165527342,40.80499649047852,0
-73.96054840087889,40.80358123779297,0
-73.94804382324217,40.798641204833984,0
-73.94585418701173,40.807910919189446,0
-73.95875549316406,40.80016326904297,0
-73.93915557861328,40.80528259277344,0
-73.94969940185547,40.812198638916016,0
-73.95602416992188,40.80359649658203,0
-73.96592712402342,40.80856704711913,0
-73.95175933837889,40.80456161499024,0
-73.9466781616211,40.80047225952149,0
-73.9641876220703,40.80791473388672,0
-73.94671630859375,40.80044174194336,0
-73.9549331665039,40.805130004882805,0
-73.9383087158203,40.805130004882805,0
-73.94084167480467,40.80842590332031,0
-73.9444808959961,40.79165649414063,0
-73.95877075195312,40.80176162719727,0
-73.93734741210938,40.80421829223633,0
-73.96278381347656,40.80913925170898,0
-73.9413070678711,40.79222869873047,0
-73.94450378417967,40.79473114013672,0
-73.96177673339844,40.80537796020508,0
-73.96005249023438,40.80134582519531,0
-73.94178009033203,40.7984504699707,0
-73.93892669677734,40.81108856201172,0
-73.94200897216798,40.79534149169922,0
-73.96173095703125,40.80538177490234,0
-73.94788360595702,40.79881286621094,0
-73.95789337158203,40.801055908203125,0
-73.9615936279297,40.81142425537109,0
-73.93885803222656,40.79731369018555,0
-73.93851470947266,40.79925155639648,0
-73.95519256591797,40.80438995361328,0
-73.93386840820312,40.80233001708984,0
-73.9534912109375,40.80709838867188,0
-73.94728088378906,40.808738708496094,0
-73.94561767578125,40.807861328125,0
-73.96235656738281,40.8048210144043,0
-73.94573211669923,40.79296112060546,0
-73.96328735351561,40.80891036987305,0
-73.94358825683594,40.7960205078125,0
-73.93636322021484,40.79892349243164,0
-73.96136474609375,40.81317138671875,0
-73.96105194091797,40.80191040039063,0
-73.95390319824217,40.80656051635742,0
-73.95372772216798,40.80678176879882,0
-73.961669921875,40.80580139160156,0
-73.96509552001953,40.80672073364258,0
-73.95982360839844,40.80839157104492,0
-73.95558166503906,40.80433654785156,0
-73.93881225585938,40.802391052246094,0
-73.9623031616211,40.81182098388672,0
-73.96479797363281,40.80691146850586,0
-73.94371032714845,40.79565048217773,0
-73.95070648193358,40.80245590209961,0
-73.94505310058594,40.793960571289055,0
-73.9477310180664,40.80535125732422,0
-73.95812225341797,40.81539916992188,0
-73.95175170898438,40.79957962036133,0
-73.96106719970702,40.806617736816406,0
-73.94654846191406,40.791778564453125,0
-73.951171875,40.81022644042969,0
-73.95232391357422,40.792510986328125,0
-73.93892669677734,40.80521011352539,0
-73.95706939697266,40.802051544189446,0
-73.95166015625,40.80962753295898,0
-73.95069885253906,40.7949104309082,0
-73.9631118774414,40.80582427978516,0
-73.93699645996092,40.80252456665039,0
-73.94166564941406,40.7987060546875,0
-73.95696258544923,40.80173873901367,0
-73.93743896484375,40.80851745605469,0
-73.93934631347656,40.80509948730469,0
-73.95123291015625,40.80527114868164,0
-73.94473266601561,40.79156112670898,0
-73.94436645507811,40.79489135742188,0
-73.93885040283203,40.802070617675774,0
-73.95938873291014,40.814163208007805,0
-73.95770263671875,40.81486892700195,0
-73.93933868408203,40.81057357788086,0
-73.94786834716798,40.80316162109375,0
-73.94841766357422,40.801490783691406,0
-73.93498229980467,40.79669570922852,0
-73.95105743408203,40.802207946777344,0
-73.9713363647461,40.75117874145508,1
-73.97758483886719,40.75038146972656,1
-73.97503662109375,40.741580963134766,1
-73.97547149658203,40.75138092041016,1
-73.97634887695312,40.748584747314446,1
-73.97671508789062,40.75143432617188,1
-73.97396850585938,40.747352600097656,1
-73.98065948486328,40.746440887451165,1
-73.97518920898438,40.75250244140625,1
-73.97614288330078,40.752235412597656,1
-73.97516632080078,40.75259780883789,1
-73.975830078125,40.749732971191406,1
-73.9767837524414,40.75056076049805,1
-73.97477722167967,40.75299072265625,1
-73.98063659667967,40.74225997924805,1
-73.97908020019531,40.7443733215332,1
-73.97216796875,40.74964141845703,1
-73.97543334960938,40.752300262451165,1
-73.97756195068358,40.74647903442384,1
-73.97476196289062,40.742130279541016,1
-73.97596740722656,40.74496841430664,1
-73.97908020019531,40.74431228637695,1
-73.98209381103516,40.74331665039063,1
-73.97390747070312,40.75082778930664,1
-73.97450256347656,40.75038909912109,1
-73.97547149658203,40.75184631347656,1
-73.98088836669923,40.74453353881836,1
-73.9745864868164,40.74190902709961,1
-73.97676849365233,40.74798583984375,1
-73.97747802734375,40.74626541137695,1
-73.98049163818358,40.74246597290039,1
-73.97350311279298,40.74726104736328,1
-73.9771957397461,40.743022918701165,1
-73.9789047241211,40.75005722045898,1
-73.97528076171875,40.753028869628906,1
-73.97879028320312,40.7477912902832,1
-73.97685241699219,40.74334335327149,1
-73.9824676513672,40.74277114868164,1
-73.97920989990233,40.74472427368164,1
-73.97245788574217,40.74517059326172,1
-73.97468566894531,40.74632263183594,1
-73.97572326660156,40.75197982788086,1
-73.97763061523438,40.74634552001953,1
-73.97293853759764,40.75239181518555,1
-73.95757293701173,40.74513626098633,1
-73.97689056396483,40.75183868408203,1
-73.97120666503906,40.74705123901367,1
-73.98178100585938,40.74403381347656,1
-73.9752426147461,40.75035858154297,1
-73.97998809814453,40.745582580566406,1
-73.97464752197266,40.75339889526367,1
-73.97098541259764,40.75175094604492,1
-73.96824645996092,40.75092315673828,1
-73.97055053710938,40.751628875732415,1
-73.97190856933594,40.74590301513672,1
-73.97636413574217,40.75069808959961,1
-73.97511291503906,40.75302505493164,1
-73.97732543945312,40.74936676025391,1
-73.97412872314453,40.75190353393555,1
-73.97736358642578,40.75213623046875,1
-73.98042297363281,40.7426986694336,1
-73.97547149658203,40.748889923095696,1
-73.9801025390625,40.7432098388672,1
-73.97150421142578,40.74657440185546,1
-73.97798156738281,40.74208831787109,1
-73.97798919677734,40.74208831787109,1
-73.97488403320312,40.74207305908203,1
-73.97795867919923,40.74867248535156,1
-73.97765350341797,40.74647521972656,1
-73.97856903076173,40.744964599609375,1
-73.97628784179686,40.74800491333008,1
-73.98130798339844,40.74210739135742,1
-73.95738983154298,40.744731903076165,1
-73.98255157470702,40.74354553222656,1
-73.9836196899414,40.74351501464844,1
-73.97655487060547,40.74404144287109,1
-73.97582244873048,40.74466323852539,1
-73.97772979736328,40.74557113647461,1
-73.9755630493164,40.752395629882805,1
-73.98011016845702,40.74590301513672,1
-73.97627258300781,40.74430847167969,1
-73.98271942138672,40.74240112304688,1
-73.97338104248048,40.7437744140625,1
-73.97509002685547,40.75257110595703,1
-73.9736328125,40.74850082397461,1
-73.97523498535155,40.752140045166016,1
-73.9705581665039,40.75194549560546,1
-73.97830963134764,40.7449607849121,1
-73.98204040527344,40.74346923828125,1
-73.97464752197266,40.742000579833984,1
-73.97377014160156,40.75123977661133,1
-73.98124694824217,40.744441986083984,1
-73.97415924072266,40.74739456176758,1
-73.97767639160156,40.7503776550293,1
-73.98139953613281,40.74675750732422,1
-73.97666931152342,40.750396728515625,1
-73.97126007080078,40.74932098388672,1
-73.9749755859375,40.74161911010742,1
-73.9734878540039,40.74398040771485,1
-73.97373199462889,40.7480354309082,1
-73.97649383544923,40.750049591064446,1
-73.97291564941406,40.750686645507805,1
-73.97628784179686,40.75141525268555,1
-73.97380065917967,40.7515754699707,1
-73.97554016113281,40.7524299621582,1
-73.97496032714845,40.74946975708008,1
-73.98023223876953,40.74796676635742,1
-73.97435760498048,40.74716567993164,1
-73.97529602050781,40.74885177612305,1
-73.97509002685547,40.75212097167969,1
-73.976806640625,40.7513084411621,1
-73.97824859619139,40.74837493896485,1
-73.9774169921875,40.75185394287109,1
-73.98040008544923,40.74409866333008,1
-73.97713470458984,40.74544143676758,1
-73.97455596923827,40.742130279541016,1
-73.9784927368164,40.7454490661621,1
-73.97170257568358,40.74624252319336,1
-73.97383880615233,40.747608184814446,1
-73.97695922851561,40.74908065795898,1
-73.97418975830078,40.75053024291992,1
-73.97543334960938,40.751514434814446,1
-73.97791290283203,40.74597930908203,1
-73.98075866699219,40.744930267333984,1
-73.97633361816406,40.75186920166016,1
-73.97473907470702,40.74220657348633,1
-73.98226928710938,40.74308013916016,1
-73.9704818725586,40.75141143798828,1
-73.97801971435547,40.74203872680664,1
-73.96891784667967,40.749858856201165,1
-73.97775268554686,40.74953842163086,1
-73.97501373291014,40.74868392944336,1
-73.97420501708984,40.74264144897461,1
-73.9796371459961,40.7463264465332,1
-73.97738647460938,40.75168991088867,1
-73.97599792480467,40.75113296508789,1
-73.97574615478516,40.7513084411621,1
-73.97630310058595,40.75041961669922,1
-73.98150634765625,40.74631118774414,1
-73.97589874267578,40.74455261230469,1
-73.97351837158203,40.750919342041016,1
-73.97409057617188,40.74948501586913,1
-73.97673797607422,40.74982070922852,1
-73.97774505615233,40.75119018554688,1
-73.97317504882812,40.74846649169922,1
-73.98218536376953,40.74291229248047,1
-73.9785614013672,40.7452392578125,1
-73.97088623046875,40.748268127441406,1
-73.97309875488281,40.74883270263672,1
-73.97711944580078,40.74307632446289,1
-73.97195434570312,40.75041198730469,1
-73.9769515991211,40.74348831176758,1
-73.98027038574217,40.745655059814446,1
-73.97367858886719,40.747554779052734,1
-73.97410583496092,40.743118286132805,1
-73.9681625366211,40.75128173828125,1
-73.98175811767578,40.744136810302734,1
-73.97222137451173,40.74919128417969,1
-73.97254943847656,40.74966430664063,1
-73.97409057617188,40.750465393066406,1
-73.97203063964845,40.749759674072266,1
-73.97473907470702,40.750686645507805,1
-73.9695587158203,40.74939727783203,1
-73.97126770019531,40.74597930908203,1
-73.97824859619139,40.74858856201172,1
-73.97371673583984,40.74797058105469,1
-73.97555541992188,40.75251770019531,1
-73.98281860351561,40.74452590942384,1
-73.97463989257811,40.74245834350586,1
-73.97747802734375,40.751949310302734,1
-73.97423553466798,40.75067138671875,1
-73.98163604736328,40.74641036987305,1
-73.97365570068358,40.75167083740234,1
-73.97467041015625,40.75314712524414,1
-73.97991943359375,40.74615097045898,1
-73.97473907470702,40.75311279296875,1
-73.9773178100586,40.749805450439446,1
-73.97023773193358,40.74977111816406,1
-73.98072052001953,40.74446105957031,1
-73.97398376464845,40.74318313598633,1
-73.97560882568358,40.75120162963867,1
-73.97698211669923,40.75006103515625,1
-73.97411346435547,40.74333953857422,1
-73.97408294677734,40.7509880065918,1
-73.97291564941406,40.748348236083984,1
-73.97802734375,40.74660873413086,1
-73.9808120727539,40.74200820922852,1
-73.97704315185547,40.74692535400391,1
-73.97613525390625,40.75212860107422,1
-73.97544860839844,40.752567291259766,1
-73.9817886352539,40.74259567260742,1
-73.97484588623048,40.74195098876953,1
-73.96825408935547,40.75125503540039,1
-73.9706802368164,40.75159454345703,1
-73.9720001220703,40.74998474121094,1
-73.96847534179686,40.75120544433594,1
-73.98040008544923,40.74249267578125,1
-73.96956634521484,40.7505111694336,1
-73.97598266601561,40.7527732849121,1
-73.97516632080078,40.752811431884766,1
-73.97461700439453,40.743255615234375,1
-73.97370147705078,40.747871398925774,1
-73.97212982177734,40.74964904785156,1
-73.97545623779298,40.7452278137207,1
-73.97831726074217,40.74807357788086,1
-73.979248046875,40.74454879760742,1
-73.97505950927734,40.75210189819336,1
-73.97697448730467,40.75059509277344,1
-73.97347259521484,40.7511100769043,1
-73.97579193115233,40.75133895874024,1
-73.9740982055664,40.75172805786133,1
-73.97417449951173,40.75070190429688,1
-73.97618103027344,40.7449607849121,1
-73.97303009033203,40.75153350830078,1
-73.97347259521484,40.75210952758789,1
-73.97236633300781,40.74510955810546,1
-73.97806549072266,40.74193572998047,1
-73.98281860351561,40.7425651550293,1
-73.97564697265625,40.75146484375,1
-73.97840881347656,40.74142837524414,1
-73.97691345214844,40.7433967590332,1
-73.97582244873048,40.749141693115234,1
-73.97442626953125,40.747467041015625,1
-73.97700500488281,40.74348068237305,1
-73.98275756835938,40.7421875,1
-73.9808349609375,40.74602508544922,1
-73.97138214111328,40.746463775634766,1
-73.97550201416014,40.75204849243164,1
-73.9798583984375,40.74509048461913,1
-73.97769165039062,40.74222183227539,1
-73.96824645996092,40.75112915039063,1
-73.97440338134764,40.742225646972656,1
-73.97168731689453,40.749507904052734,1
-73.98041534423827,40.744327545166016,1
-73.97386932373048,40.7514533996582,1
-73.971435546875,40.7513084411621,1
-73.96903991699219,40.74839782714844,1
